project_id,project_name,state,sector,agency,project_status,start_date,original_completion_date,revised_completion_date,actual_completion_date,report_date,original_cost,revised_cost,cumulative_expenditure,monthly_expenditure,actual_final_expenditure,physical_progress,financial_progress,planned_physical_progress,planned_financial_progress,delay_months,delay_days,land_acquisition_pct,delay_reason,previous_physical_progress,monthly_progress,progress_change_1_month,progress_change_3_months,progress_change_6_months,average_monthly_progress_3m,average_monthly_progress_6m,progress_acceleration,progress_trend,progress_slowdown,remaining_progress,previous_cumulative_expenditure,calculated_monthly_expenditure,expenditure_change_1_month,expenditure_change_3_months,average_monthly_spending_3m,average_monthly_spending_6m,total_spending_last_3m,total_spending_last_6m,expenditure_growth_rate,monthly_spending_trend,progress_mismatch_gap,mismatch_status,project_age_months,planned_duration_months,elapsed_duration_months,expected_delay_months,completion_date_difference_days,reporting_gap_days,progress_velocity
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-03-30,1856.36,3800.0,694.85,694.85,,61.1,37.4,68.5,41.4,79,2409,0,Private land parcels demarcation completed; physical possession handover scheduled next cycle.,53.5,7.600000000000001,7.600000000000001,,,7.199999999999999,7.199999999999999,0.8000000000000043,increasing,0,38.9,607.99,86.86000000000001,694.85,,611.21,611.21,1833.63,1833.63,0.14286419184526064,increasing,-23.700000000000003,Warning,131.95277207392198,60.0,131.95277207392198,79,3256,30.0,0.4630444593143586
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-04-29,1856.36,3800.0,772.06,772.06,,67.9,41.6,76.5,45.6,87,2637,0,Right of way possession in progress for package 2 corridor. Compensation distribution under Section 3G ongoing.,61.1,6.800000000000004,6.800000000000004,21.200000000000003,,7.066666666666667,7.066666666666667,-0.7999999999999972,decreasing,0,32.099999999999994,694.85,77.20999999999992,772.06,241.26999999999998,691.6333333333333,651.4225,2074.9,2605.69,0.11111750737569248,increasing,-26.300000000000004,Warning,132.9199178644764,60.0,132.9199178644764,87,3256,30.0,0.5108338997713651
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-05-30,1856.36,3800.0,839.61,839.61,,73.8,45.2,83.6,49.2,94,2865,0,Additional land acquisition for bypass alignment submitted to District Revenue authority.,67.9,5.8999999999999915,5.8999999999999915,20.299999999999997,,6.766666666666666,6.774999999999999,-0.9000000000000128,decreasing,0,26.200000000000003,772.06,67.55000000000007,839.61,231.62,768.84,689.0600000000001,2306.52,3445.3,0.08749320001036198,stable,-28.599999999999994,Warning,133.95277207392198,60.0,133.95277207392198,94,3256,31.0,0.5509404460795585
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-06-29,1856.36,3800.0,907.17,907.17,,79.8,48.9,90.8,52.9,102,3093,0,Private land parcels demarcation completed; physical possession handover scheduled next cycle.,73.8,6.0,6.0,18.699999999999996,,6.233333333333332,6.619999999999999,0.10000000000000853,stable,0,20.200000000000003,839.61,67.55999999999995,907.17,212.31999999999994,839.6133333333333,725.4116666666667,2518.84,4352.47,0.08046593061064058,stable,-30.9,High Alert,134.9199178644764,60.0,134.9199178644764,102,3256,30.0,0.591461966943658
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-07-31,1856.36,3800.0,965.07,965.07,,84.9,52.0,97.1,56.0,109,3321,0,Right of way possession in progress for package 2 corridor. Compensation distribution under Section 3G ongoing.,79.8,5.1000000000000085,5.1000000000000085,17.0,38.2,5.666666666666667,6.366666666666667,-0.8999999999999915,decreasing,0,15.099999999999994,907.17,57.90000000000009,965.07,193.0100000000001,903.9500000000002,797.7916666666666,2711.8500000000004,4786.75,0.06382486193326509,stable,-32.900000000000006,High Alert,135.98562628336757,60.0,135.98562628336757,109,3256,32.0,0.6243306908267271
160,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,Road Transport & Highways,NHAI,IN_PROGRESS,2015-04-01,2020-04-01,2029-03-01,,2026-08-31,1856.36,3800.0,1022.97,1022.97,,90.0,55.1,100.0,59.1,117,3549,0,Additional land acquisition for bypass alignment submitted to District Revenue authority.,84.9,5.099999999999994,5.099999999999994,16.200000000000003,36.5,5.400000000000001,6.083333333333333,-1.4210854715202004e-14,stable,0,10.0,965.07,57.89999999999998,1022.97,183.36,965.07,866.955,2895.21,5201.7300000000005,0.05999564798408403,stable,-34.9,High Alert,136.98562628336757,60.0,136.98562628336757,117,3256,31.0,0.6570032377982972
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-01-28,1230.27,1230.27,390.4,390.4,,45.3,31.7,50.3,35.7,53,1626,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,,,,,,stable,0,54.7,,,390.4,,390.4,390.4,390.4,390.4,0.0,stable,-13.599999999999998,Monitor,173.8870636550308,91.0,173.8870636550308,53,2710,30.0,0.26051391660663886
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-02-28,1230.27,1230.27,447.18,447.18,,51.9,36.4,58.1,40.4,60,1816,0,Underground water pipeline relocation package awarded to state water board.,45.3,6.600000000000001,6.600000000000001,,,6.600000000000001,6.600000000000001,,stable,0,48.1,390.4,56.78000000000003,447.18,,418.78999999999996,418.78999999999996,837.5799999999999,837.5799999999999,0.14544057377049188,stable,-15.5,Monitor,174.8870636550308,91.0,174.8870636550308,60,2710,31.0,0.2967629446988376
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-03-30,1230.27,1230.27,511.06,511.06,,59.4,41.5,66.8,45.5,66,2005,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,51.9,7.5,7.5,,,7.050000000000001,7.050000000000001,0.8999999999999986,increasing,0,40.6,447.18,63.879999999999995,511.06,,449.5466666666666,449.5466666666666,1348.6399999999999,1348.6399999999999,0.14285075361152108,increasing,-17.9,Monitor,175.95277207392198,91.0,175.95277207392198,66,2710,30.0,0.337590589223821
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-04-29,1230.27,1230.27,567.85,567.85,,66.0,46.2,74.6,50.2,72,2195,0,HT power transmission line shifting in progress by state electricity distribution company.,59.4,6.600000000000001,6.600000000000001,20.700000000000003,,6.900000000000001,6.900000000000001,-0.8999999999999986,decreasing,0,34.0,511.06,56.79000000000002,567.85,177.45000000000005,508.6966666666667,479.1225,1526.0900000000001,1916.49,0.11112198176339377,increasing,-19.799999999999997,Monitor,176.9199178644764,91.0,176.9199178644764,72,2710,30.0,0.373050139275766
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-05-30,1230.27,1230.27,617.53,617.53,,71.7,50.2,81.5,54.2,78,2385,0,Underground water pipeline relocation package awarded to state water board.,66.0,5.700000000000003,5.700000000000003,19.800000000000004,,6.600000000000001,6.600000000000001,-0.8999999999999986,decreasing,0,28.299999999999997,567.85,49.67999999999995,617.53,170.34999999999997,565.48,506.804,1696.44,2534.02,0.08748789292947072,stable,-21.5,Warning,177.95277207392198,91.0,177.95277207392198,78,2710,31.0,0.40291589259545596
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-06-29,1230.27,1230.27,667.22,667.22,,77.5,54.2,88.5,58.2,85,2575,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,71.7,5.799999999999997,5.799999999999997,18.1,,6.033333333333334,6.44,0.09999999999999432,stable,0,22.5,617.53,49.690000000000055,667.22,156.16000000000003,617.5333333333333,533.54,1852.6,3201.24,0.08046572636147241,stable,-23.299999999999997,Warning,178.9199178644764,91.0,178.9199178644764,85,2710,30.0,0.4331546812954759
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-07-31,1230.27,1230.27,709.81,709.81,,82.5,57.7,94.7,61.7,91,2764,0,HT power transmission line shifting in progress by state electricity distribution company.,77.5,5.0,5.0,16.5,37.2,5.5,6.2,-0.7999999999999972,decreasing,0,17.5,667.22,42.58999999999992,709.81,141.95999999999992,664.8533333333334,586.775,1994.56,3520.6499999999996,0.06383201942387806,stable,-24.799999999999997,Warning,179.98562628336757,91.0,179.98562628336757,91,2710,32.0,0.458369935997627
189,MOONIDIH XV SEAM UG (Bharat Coking Coal Limited (BCCL)) (400425),Jharkhand,Road Transport & Highways,NHAI,IN_PROGRESS,2011-08-01,2019-03-01,2026-08-01,,2026-08-31,1230.27,1230.27,752.4,752.4,,87.4,61.2,100.0,65.2,97,2954,0,Underground water pipeline relocation package awarded to state water board.,82.5,4.900000000000006,4.900000000000006,15.700000000000003,35.50000000000001,5.233333333333334,5.916666666666668,-0.09999999999999432,stable,0,12.599999999999994,709.81,42.59000000000003,752.4,134.87,709.81,637.645,2129.43,3825.87,0.06000197235880029,stable,-26.200000000000003,Warning,180.98562628336757,91.0,180.98562628336757,97,2710,31.0,0.4829112775130474
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-01-28,11816.4,11816.4,3798.0,3798.0,,43.2,32.1,48.2,36.1,29,877,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,,,,,,stable,0,56.8,,,3798.0,,3798.0,3798.0,3798.0,3798.0,0.0,stable,-11.100000000000001,Monitor,118.8870636550308,84.0,118.8870636550308,29,1461,30.0,0.3633700645963591
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-02-28,11816.4,11816.4,4350.44,4350.44,,49.4,36.8,55.6,40.8,32,979,0,Underground water pipeline relocation package awarded to state water board.,43.2,6.199999999999996,6.199999999999996,,,6.199999999999996,6.199999999999996,,stable,0,50.6,3798.0,552.4399999999996,4350.44,,4074.22,4074.22,8148.44,8148.44,0.14545550289626108,stable,-12.600000000000001,Monitor,119.8870636550308,84.0,119.8870636550308,32,1461,31.0,0.4120544660443607
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-03-30,11816.4,11816.4,4971.93,4971.93,,56.5,42.0,63.9,46.0,36,1081,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,49.4,7.100000000000001,7.100000000000001,,,6.649999999999999,6.649999999999999,0.9000000000000057,increasing,0,43.5,4350.44,621.4900000000007,4971.93,,4373.456666666666,4373.456666666666,13120.369999999999,13120.369999999999,0.14285681448313292,increasing,-14.5,Monitor,120.95277207392198,84.0,120.95277207392198,36,1461,30.0,0.4671244737199511
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-04-29,11816.4,11816.4,5524.37,5524.37,,62.8,46.7,71.4,50.7,39,1183,0,HT power transmission line shifting in progress by state electricity distribution company.,56.5,6.299999999999997,6.299999999999997,19.599999999999994,,6.533333333333331,6.533333333333331,-0.8000000000000043,decreasing,0,37.2,4971.93,552.4399999999996,5524.37,1726.37,4948.913333333333,4661.1849999999995,14846.74,18644.739999999998,0.1111117815415743,increasing,-16.099999999999994,Monitor,121.91991786447639,84.0,121.91991786447639,39,1461,30.0,0.5150922105263157
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-05-30,11816.4,11816.4,6007.75,6007.75,,68.3,50.8,78.1,54.8,42,1286,0,Underground water pipeline relocation package awarded to state water board.,62.8,5.5,5.5,18.9,,6.3,6.274999999999999,-0.7999999999999972,decreasing,0,31.700000000000003,5524.37,483.3800000000001,6007.75,1657.3100000000004,5501.349999999999,4930.498,16504.05,24652.489999999998,0.08749957008672485,stable,-17.5,Monitor,122.95277207392198,84.0,122.95277207392198,42,1461,31.0,0.5554978456194262
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-06-29,11816.4,11816.4,6491.13,6491.13,,73.8,54.9,84.8,58.9,46,1388,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,68.3,5.5,5.5,17.299999999999997,,5.766666666666666,6.119999999999999,0.0,stable,0,26.200000000000003,6007.75,483.3800000000001,6491.13,1519.1999999999998,6007.75,5190.6033333333335,18023.25,31143.62,0.0804594065998086,stable,-18.9,Monitor,123.91991786447639,84.0,123.91991786447639,46,1461,30.0,0.595545907968649
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-07-31,11816.4,11816.4,6905.46,6905.46,,78.5,58.4,90.7,62.4,49,1490,0,HT power transmission line shifting in progress by state electricity distribution company.,73.8,4.700000000000003,4.700000000000003,15.700000000000003,35.3,5.233333333333334,5.883333333333333,-0.7999999999999972,decreasing,0,21.5,6491.13,414.3299999999999,6905.46,1381.0900000000001,6468.113333333334,5708.513333333333,19404.34,34251.08,0.0638301805694848,stable,-20.1,Warning,124.98562628336755,84.0,124.98562628336755,49,1461,32.0,0.6280722218571335
192,GEVRA OC [70 MTY] (South Eastern Coalfields Limited [SECL]) (400424),Chhattisgarh,Road Transport & Highways,NHAI,IN_PROGRESS,2016-03-01,2023-03-01,2027-03-01,,2026-08-31,11816.4,11816.4,7319.79,7319.79,,83.2,61.9,96.6,65.9,52,1592,0,Underground water pipeline relocation package awarded to state water board.,78.5,4.700000000000003,4.700000000000003,14.900000000000006,33.800000000000004,4.966666666666669,5.633333333333334,0.0,stable,0,16.799999999999997,6905.46,414.3299999999999,7319.79,1312.04,6905.46,6203.405,20716.38,37220.43,0.06000034755106828,stable,-21.300000000000004,Warning,125.98562628336755,84.0,125.98562628336755,52,1461,31.0,0.660392796023144
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-01-28,1799.64,2564.34,942.25,942.25,,39.1,52.4,44.1,56.4,7,219,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,,,,,,stable,0,60.9,,,942.25,,942.25,942.25,942.25,942.25,0.0,stable,13.299999999999997,Monitor,44.8870636550308,37.0,44.8870636550308,7,365,30.0,0.8710750228728271
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-02-28,1799.64,2564.34,1079.31,1079.31,,44.7,60.0,50.9,64.0,8,245,0,Underground water pipeline relocation package awarded to state water board.,39.1,5.600000000000001,5.600000000000001,,,5.600000000000001,5.600000000000001,,stable,0,55.3,942.25,137.05999999999995,1079.31,,1010.78,1010.78,2021.56,2021.56,0.14546033430618197,stable,15.299999999999997,Monitor,45.8870636550308,37.0,45.8870636550308,8,365,31.0,0.9741307558061485
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-03-30,1799.64,2564.34,1233.5,1233.5,,51.1,68.5,58.5,72.5,9,270,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,44.7,6.399999999999999,6.399999999999999,,,6.0,6.0,0.7999999999999972,increasing,0,48.9,1079.31,154.19000000000005,1233.5,,1085.02,1085.02,3255.06,3255.06,0.1428597900510512,increasing,17.4,Monitor,46.95277207392197,37.0,46.95277207392197,9,365,30.0,1.088327648036386
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-04-29,1799.64,2564.34,1370.55,1370.55,,56.8,76.2,65.4,80.2,10,296,0,HT power transmission line shifting in progress by state electricity distribution company.,51.1,5.699999999999996,5.699999999999996,17.699999999999996,,5.899999999999999,5.899999999999999,-0.7000000000000028,decreasing,0,43.2,1233.5,137.04999999999995,1370.55,428.29999999999995,1227.7866666666666,1156.4025,3683.3599999999997,4625.61,0.11110660721524114,increasing,19.400000000000006,Monitor,47.91991786447639,37.0,47.91991786447639,10,365,30.0,1.1853108797189011
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-05-30,1799.64,2564.34,1490.48,1490.48,,61.8,82.8,71.6,86.8,11,321,0,Underground water pipeline relocation package awarded to state water board.,56.8,5.0,5.0,17.099999999999994,,5.699999999999998,5.674999999999999,-0.6999999999999957,decreasing,0,38.2,1370.55,119.93000000000006,1490.48,411.1700000000001,1364.8433333333332,1223.218,4094.5299999999997,6116.09,0.08750501623435852,stable,21.0,Warning,48.95277207392197,37.0,48.95277207392197,11,365,31.0,1.2624412751677851
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-06-29,1799.64,2564.34,1610.4,1610.4,,66.7,89.5,77.7,93.5,11,347,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,61.8,4.900000000000006,4.900000000000006,15.600000000000001,,5.2,5.5200000000000005,-0.09999999999999432,stable,0,33.3,1490.48,119.92000000000007,1610.4,376.9000000000001,1490.4766666666667,1287.7483333333332,4471.43,7726.49,0.08045730234555316,stable,22.799999999999997,Warning,49.91991786447639,37.0,49.91991786447639,11,365,30.0,1.3361400189214758
371,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line] (Ministry of Coal) (400416),Jharkhand,Railways,NHAI,IN_PROGRESS,2022-05-01,2025-06-01,2026-06-01,,2026-07-31,1799.64,2564.34,1713.19,1713.19,,71.0,95.2,83.2,99.2,12,372,0,HT power transmission line shifting in progress by state electricity distribution company.,66.7,4.299999999999997,4.299999999999997,14.200000000000003,31.9,4.733333333333334,5.316666666666666,-0.6000000000000085,decreasing,0,29.0,1610.4,102.78999999999996,1713.19,342.6400000000001,1604.6899999999998,1416.2383333333335,4814.07,8497.43,0.06382886239443614,stable,24.200000000000003,Warning,50.98562628336756,37.0,50.98562628336756,12,365,32.0,1.3925493354812726
