project_id,project_name,state,sector,agency,project_status,start_date,original_completion_date,revised_completion_date,actual_completion_date,report_date,original_cost,revised_cost,cumulative_expenditure,monthly_expenditure,actual_final_expenditure,physical_progress,financial_progress,planned_physical_progress,planned_financial_progress,delay_months,delay_days,land_acquisition_pct,delay_reason,previous_physical_progress,monthly_progress,progress_change_1_month,progress_change_3_months,progress_change_6_months,average_monthly_progress_3m,average_monthly_progress_6m,progress_acceleration,progress_trend,progress_slowdown,remaining_progress,previous_cumulative_expenditure,calculated_monthly_expenditure,expenditure_change_1_month,expenditure_change_3_months,average_monthly_spending_3m,average_monthly_spending_6m,total_spending_last_3m,total_spending_last_6m,expenditure_growth_rate,monthly_spending_trend,progress_mismatch_gap,mismatch_status,project_age_months,planned_duration_months,elapsed_duration_months,expected_delay_months,completion_date_difference_days,reporting_gap_days,progress_velocity,remaining_months
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-03-30,51101.0,124005.0,89728.56,89728.56,132100.38,69.1,69.5,76.5,73.5,33,1015,0,Wildlife management plan submitted to National Board for Wildlife for review.,60.5,8.599999999999994,8.599999999999994,0.0,0.0,8.149999999999999,8.149999999999999,0.8999999999999915,increasing,0,30.90000000000001,78512.49,11216.069999999992,89728.56,,78927.90000000001,78927.90000000001,236783.7,236783.7,0.1428571428571427,increasing,0.4000000000000057,Normal,170.95277207392198,122.0,170.95277207392198,33,1371,30.0,0.4042052033535925,0.0
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-04-29,51101.0,124005.0,99698.4,99698.4,132100.38,76.8,77.2,85.4,81.2,37,1111,0,Stage-II forest diversion clearance awaited from State Forest Department for 14.5 Ha stretch.,69.1,7.700000000000003,7.700000000000003,24.0,0.0,8.0,8.0,-0.8999999999999915,decreasing,0,23.200000000000003,89728.56,9969.839999999997,99698.4,31155.75,89313.15000000001,84120.525,267939.45,336482.1,0.111111111111111,increasing,0.4000000000000057,Normal,171.9199178644764,122.0,171.9199178644764,37,1371,30.0,0.4467196177963571,0.0
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-05-30,51101.0,124005.0,108422.01,108422.01,132100.38,83.5,84.0,93.3,88.0,40,1206,0,Tree felling completed in non-forest zone; compensatory afforestation deposit certified.,76.8,6.700000000000003,6.700000000000003,23.0,0.0,7.666666666666667,7.675000000000001,-1.0,decreasing,0,16.5,99698.4,8723.61,108422.01,29909.51999999999,99282.99,88980.822,297848.97,444904.11,0.0875,stable,0.5,Normal,172.95277207392198,122.0,172.95277207392198,40,1371,31.0,0.4827907584176283,0.0
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-06-29,51101.0,124005.0,117145.62,117145.62,132100.38,90.2,90.7,100.0,94.7,43,1302,0,Wildlife management plan submitted to National Board for Wildlife for review.,83.5,6.700000000000003,6.700000000000003,21.10000000000001,0.0,7.033333333333336,7.480000000000001,0.0,stable,0,9.799999999999995,108422.01,8723.61,117145.62,27417.06,108422.01,93674.955,325266.03,562049.73,0.0804597701149425,stable,0.5,Normal,173.9199178644764,122.0,173.9199178644764,43,1371,30.0,0.5186294997579665,0.0
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-07-31,51101.0,124005.0,124623.0,124623.0,132100.38,96.0,96.5,100.0,100.0,46,1398,0,Stage-II forest diversion clearance awaited from State Forest Department for 14.5 Ha stretch.,90.2,5.799999999999997,5.799999999999997,19.200000000000003,43.2,6.400000000000001,7.2,-0.9000000000000057,decreasing,0,4.0,117145.62,7477.380000000005,124623.0,24924.60000000001,116730.21,103021.68,350190.63,618130.08,0.0638297872340425,stable,0.5,Normal,174.98562628336757,122.0,174.98562628336757,46,1371,32.0,0.5486164894740547,0.0
961,Western Dedicated Freight Corridor (DFCCIL) (705237),"Multi-States (Gujarat, Haryana, Maharashtra, Rajasthan, Uttar Pradesh)",Road Transport & Highways,NHAI,COMPLETED,2012-01-01,2022-03-01,2025-12-01,2025-12-01,2026-08-31,51101.0,124005.0,132100.38,132100.38,132100.38,100.0,100.0,100.0,100.0,49,1494,0,Tree felling completed in non-forest zone; compensatory afforestation deposit certified.,96.0,4.0,4.0,16.5,39.5,5.5,6.583333333333333,-1.7999999999999972,decreasing,0,0.0,124623.0,7477.380000000005,132100.38,23678.37000000001,124623.0,111952.995,373869.0,671717.97,0.06,stable,0.0,Normal,175.98562628336757,122.0,175.98562628336757,49,1371,31.0,0.5682282247243451,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-01-28,23136.0,37276.0,18439.68,18439.68,35538.29,53.8,53.1,58.8,57.1,17,530,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,0.0,0.0,0.0,0.0,,stable,0,46.2,,,18439.68,,18439.68,18439.68,18439.68,18439.68,0.0,stable,-0.6999999999999957,Normal,115.8870636550308,81.0,115.8870636550308,17,884,30.0,0.4642450874426351,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-02-28,23136.0,37276.0,21121.81,21121.81,35538.29,61.6,60.8,67.8,64.8,19,592,0,Underground water pipeline relocation package awarded to state water board.,53.8,7.800000000000004,7.800000000000004,0.0,0.0,7.800000000000004,7.800000000000004,,stable,0,38.4,18439.68,2682.130000000001,21121.81,,19780.745000000003,19780.745000000003,39561.490000000005,39561.490000000005,0.1454542595099264,stable,-0.8000000000000043,Normal,116.8870636550308,81.0,116.8870636550308,19,884,31.0,0.5270044269552385,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-03-30,23136.0,37276.0,24139.22,24139.22,35538.29,70.4,69.5,77.8,73.5,22,654,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,61.6,8.800000000000004,8.800000000000004,0.0,0.0,8.300000000000004,8.300000000000004,1.0,increasing,0,29.59999999999999,21121.81,3017.41,24139.22,,21233.570000000003,21233.570000000003,63700.71000000001,63700.71000000001,0.1428575486665205,increasing,-0.9000000000000057,Normal,117.95277207392198,81.0,117.95277207392198,22,884,30.0,0.5968490503629685,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-04-29,23136.0,37276.0,26821.35,26821.35,35538.29,78.2,77.2,86.8,81.2,24,716,0,HT power transmission line shifting in progress by state electricity distribution company.,70.4,7.799999999999997,7.799999999999997,24.40000000000001,0.0,8.133333333333335,8.133333333333335,-1.000000000000007,decreasing,0,21.799999999999997,24139.22,2682.1299999999974,26821.35,8381.669999999998,24027.460000000003,22630.515,72082.38,90522.06,0.1111108809646706,increasing,-1.0,Normal,118.9199178644764,81.0,118.9199178644764,24,884,30.0,0.6575853852263701,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-05-30,23136.0,37276.0,29168.22,29168.22,35538.29,85.1,84.0,94.9,88.0,26,778,0,Underground water pipeline relocation package awarded to state water board.,78.2,6.8999999999999915,6.8999999999999915,23.499999999999993,0.0,7.833333333333331,7.824999999999999,-0.9000000000000057,decreasing,0,14.900000000000006,26821.35,2346.8700000000026,29168.22,8046.41,26709.596666666668,23938.056,80128.79000000001,119690.28,0.0875000699069958,stable,-1.0999999999999943,Normal,119.95277207392198,81.0,119.95277207392198,26,884,31.0,0.7094458804799971,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-06-29,23136.0,37276.0,31515.09,31515.09,35538.29,91.9,90.7,100.0,94.7,28,840,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,85.1,6.800000000000011,6.800000000000011,21.5,0.0,7.166666666666667,7.620000000000002,-0.0999999999999801,stable,0,8.099999999999994,29168.22,2346.869999999999,31515.09,7375.869999999999,29168.22,25200.895,87504.66,151205.37,0.0804598292250949,stable,-1.2000000000000028,Normal,120.9199178644764,81.0,120.9199178644764,28,884,30.0,0.7600071321831273,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-07-31,23136.0,37276.0,33526.69,33526.69,35538.29,97.8,96.5,100.0,100.0,30,902,0,HT power transmission line shifting in progress by state electricity distribution company.,91.9,5.8999999999999915,5.8999999999999915,19.59999999999999,44.0,6.533333333333331,7.333333333333333,-0.9000000000000199,decreasing,0,2.200000000000003,31515.09,2011.6000000000024,33526.69,6705.340000000004,31403.333333333332,27715.396666666667,94210.0,166292.38,0.0638297399753579,stable,-1.2999999999999972,Normal,121.98562628336757,81.0,121.98562628336757,30,884,32.0,0.8017338024138569,0.0
1384,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2016-06-01,2023-03-01,2025-08-01,2025-08-01,2026-08-31,23136.0,37276.0,35538.29,35538.29,35538.29,100.0,100.0,100.0,100.0,32,964,0,Underground water pipeline relocation package awarded to state water board.,97.8,2.200000000000003,2.200000000000003,14.900000000000006,38.4,4.966666666666669,6.3999999999999995,-3.6999999999999886,decreasing,0,0.0,33526.69,2011.5999999999983,35538.29,6370.07,33526.69,30118.143333333337,100580.07,180708.86,0.0599999582422242,stable,0.0,Normal,122.98562628336757,81.0,122.98562628336757,32,884,31.0,0.8131031488963837,0.0
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-01-28,1589.0,1798.0,911.1,911.1,1755.93,53.7,53.1,58.7,57.1,51,1552,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,0.0,0.0,0.0,0.0,,stable,0,46.3,,,911.1,,911.1,911.1,911.1,911.1,0.0,stable,-0.6000000000000014,Normal,154.8870636550308,84.0,154.8870636550308,51,2587,30.0,0.3467042290865703,14.1129363449692
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-02-28,1589.0,1798.0,1043.62,1043.62,1755.93,61.5,60.8,67.7,64.8,57,1733,0,Underground water pipeline relocation package awarded to state water board.,53.7,7.799999999999997,7.799999999999997,0.0,0.0,7.799999999999997,7.799999999999997,,stable,0,38.5,911.1,132.51999999999987,1043.62,,977.36,977.36,1954.72,1954.72,0.145450554275052,stable,-0.7000000000000028,Normal,155.8870636550308,84.0,155.8870636550308,57,2587,31.0,0.3945163797304951,13.1129363449692
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-03-30,1589.0,1798.0,1192.71,1192.71,1755.93,70.3,69.5,77.7,73.5,63,1914,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,61.5,8.799999999999997,8.799999999999997,0.0,0.0,8.299999999999997,8.299999999999997,1.0,increasing,0,29.700000000000003,1043.62,149.09000000000017,1192.71,,1049.1433333333332,1049.1433333333332,3147.43,3147.43,0.142858511718825,increasing,-0.7999999999999972,Normal,156.95277207392198,84.0,156.95277207392198,63,2587,30.0,0.447905437228531,12.047227926078028
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-04-29,1589.0,1798.0,1325.23,1325.23,1755.93,78.1,77.2,86.7,81.2,69,2095,0,HT power transmission line shifting in progress by state electricity distribution company.,70.3,7.799999999999997,7.799999999999997,24.39999999999999,0.0,8.133333333333331,8.133333333333331,-1.0,decreasing,0,21.90000000000001,1192.71,132.51999999999998,1325.23,414.13,1187.1866666666667,1118.165,3561.56,4472.66,0.1111083163551911,increasing,-0.8999999999999915,Normal,157.9199178644764,84.0,157.9199178644764,69,2587,30.0,0.4945544618825334,11.080082135523615
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-05-30,1589.0,1798.0,1441.19,1441.19,1755.93,84.9,84.0,94.7,88.0,75,2277,0,Underground water pipeline relocation package awarded to state water board.,78.1,6.800000000000011,6.800000000000011,23.40000000000001,0.0,7.800000000000002,7.800000000000001,-0.9999999999999858,decreasing,0,15.099999999999994,1325.23,115.96000000000004,1441.19,397.57000000000016,1319.71,1182.77,3959.13,5913.85,0.0875017921417414,stable,-0.9000000000000057,Normal,158.95277207392198,84.0,158.95277207392198,75,2587,31.0,0.5341209146105155,10.047227926078028
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-06-29,1589.0,1798.0,1557.15,1557.15,1755.93,91.7,90.7,100.0,94.7,81,2458,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,84.9,6.799999999999997,6.799999999999997,21.40000000000001,0.0,7.1333333333333355,7.6,-1.4210854715202004e-14,stable,0,8.299999999999997,1441.19,115.96000000000004,1557.15,364.44000000000005,1441.1899999999998,1245.1666666666667,4323.57,7471.0,0.0804612854654834,stable,-1.0,Normal,159.9199178644764,84.0,159.9199178644764,81,2587,30.0,0.5734120003595229,9.080082135523615
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-07-31,1589.0,1798.0,1656.54,1656.54,1755.93,97.6,96.5,100.0,100.0,87,2639,0,HT power transmission line shifting in progress by state electricity distribution company.,91.7,5.8999999999999915,5.8999999999999915,19.5,43.89999999999999,6.5,7.3166666666666655,-0.9000000000000057,decreasing,0,2.4000000000000057,1557.15,99.38999999999989,1656.54,331.30999999999995,1551.6266666666668,1369.4066666666663,4654.88,8216.439999999999,0.0638281475773046,stable,-1.0999999999999943,Normal,160.98562628336757,84.0,160.98562628336757,87,2587,32.0,0.6062653061224489,8.014373716632443
1456,Doubling of Kirandul-Jagdalpur Line [150 km] (East Coast Railway [ECoR] - II) (400291),Chhattisgarh,Road Transport & Highways,NHAI,COMPLETED,2013-03-01,2020-03-01,2027-04-01,2027-04-01,2026-08-31,1589.0,1798.0,1755.93,1755.93,1755.93,100.0,100.0,100.0,100.0,93,2820,0,Underground water pipeline relocation package awarded to state water board.,97.6,2.4000000000000057,2.4000000000000057,15.099999999999994,38.5,5.033333333333331,6.416666666666667,-3.499999999999986,decreasing,0,0.0,1656.54,99.3900000000001,1755.93,314.74,1656.54,1488.125,4969.62,8928.75,0.0599985511970734,stable,0.0,Normal,161.98562628336757,84.0,161.98562628336757,93,2587,31.0,0.6173387250117256,7.014373716632443
1478,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km] (Central Railway [CR] - II) (705356),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2002-10-01,2026-03-01,2026-03-01,2026-03-01,2026-01-28,2538.67,4957.27,2849.43,2849.43,5491.63,53.9,53.1,58.9,57.1,0,0,0,HT power transmission line shifting in progress by state electricity distribution company.,,,,0.0,0.0,0.0,0.0,,stable,0,46.1,,,2849.43,,2849.43,2849.43,2849.43,2849.43,0.0,stable,-0.7999999999999972,Normal,279.88706365503083,281.0,279.88706365503083,0,0,30.0,0.1925776750669454,1.1129363449691991
1478,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km] (Central Railway [CR] - II) (705356),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2002-10-01,2026-03-01,2026-03-01,2026-03-01,2026-02-28,2538.67,4957.27,3263.89,3263.89,5491.63,61.7,60.8,67.9,64.8,0,0,0,Underground water pipeline relocation package awarded to state water board.,53.9,7.800000000000004,7.800000000000004,0.0,0.0,7.800000000000004,7.800000000000004,,stable,0,38.3,2849.43,414.46,3263.89,,3056.66,3056.66,6113.32,6113.32,0.1454536521339355,stable,-0.9000000000000057,Normal,280.88706365503083,281.0,280.88706365503083,0,0,31.0,0.2196612374992689,0.11293634496919913
1478,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km] (Central Railway [CR] - II) (705356),Maharashtra,Road Transport & Highways,NHAI,COMPLETED,2002-10-01,2026-03-01,2026-03-01,2026-03-01,2026-03-30,2538.67,4957.27,3730.16,3730.16,5491.63,70.6,69.5,78.0,73.5,0,0,0,Gas pipeline crossing clearance received from GAIL; trenching work underway.,61.7,8.899999999999991,8.899999999999991,0.0,0.0,8.349999999999998,8.349999999999998,1.0999999999999872,increasing,0,29.40000000000001,3263.89,466.27,3730.16,,3281.16,3281.16,9843.48,9843.48,0.1428571428571428,increasing,-1.0999999999999943,Normal,281.95277207392195,281.0,281.95277207392195,0,0,30.0,0.2503965450692224,0.0
