iter	Logloss
117	0.02603569828
118	0.02570448475
119	0.02540167909
120	0.0252161952
121	0.02484296095
122	0.02457109607
123	0.02448756335
124	0.02440970663
125	0.02431970121
126	0.0241931544
127	0.02405203582
128	0.02369564958
129	0.02368107926
130	0.02359174477
131	0.02321190455
132	0.02314673081
133	0.02300910712
134	0.02281241247
135	0.02261752047
136	0.02250682391
137	0.02237293469
138	0.02219429478
139	0.02212947122
140	0.02188720399
141	0.02174161098
142	0.02165148426
143	0.02157149676
144	0.02142488616
145	0.02127765362
146	0.02104407923
147	0.02083268289
148	0.02075527057
149	0.02066175335
150	0.02056548778
151	0.0204277438
152	0.02035796355
153	0.02012822734
154	0.02005290309
155	0.01998240017
156	0.01961638849
157	0.01950967892
158	0.01918089871
159	0.01911858331
160	0.01906118369
161	0.01887217916
162	0.01872530772
163	0.0186807537
164	0.01845636621
165	0.01837399029
166	0.01834225276
167	0.01831575073
168	0.01815260257
169	0.01803919433
170	0.0180133529
171	0.01795375415
172	0.01789555602
173	0.01784939417
174	0.01780980193
175	0.01769283326
176	0.01750739482
177	0.01741010008
178	0.01731988321
179	0.01721156689
180	0.0171530308
181	0.01710262106
182	0.01694381587
183	0.01680825943
184	0.0167831708
185	0.01658880358
186	0.01653758225
187	0.01638455893
188	0.01633043311
189	0.01623798173
190	0.01613994445
191	0.01609670407
192	0.01594761955
193	0.01586436394
194	0.01570458265
195	0.01543178642
196	0.01525231901
197	0.01511487324
198	0.01493921385
199	0.01485012973
200	0.01468189791
201	0.01447064765
202	0.01443666164
203	0.01432921501
204	0.01419991737
205	0.01411970817
206	0.01401925735
207	0.01388350792
208	0.01381677909
209	0.01375830739
210	0.01370849983
211	0.01358441519
212	0.01351359993
213	0.01347036415
214	0.01343979276
215	0.0133334499
216	0.01322231645
217	0.0131177019
218	0.01302789321
219	0.0129758112
220	0.01283806516
221	0.01273131387
222	0.01258746636
223	0.01244406526
224	0.01231002518
225	0.01221761581
226	0.01214679484
227	0.01209394802
228	0.01202611337
229	0.01192723011
230	0.01188035559
231	0.01180240698
232	0.0116288026
233	0.01151862785
234	0.01137082531
235	0.01132520971
236	0.01128580436
237	0.01120728828
238	0.01114417922
239	0.01103047941
240	0.01096092004
241	0.01082870464
242	0.01075202662
243	0.01065629664
244	0.01058736344
245	0.0104898137
246	0.01045129895
247	0.0104131897
248	0.01035126599
249	0.01024990844
250	0.01019318352
251	0.01005547849
252	0.01002578937
253	0.009896986856
254	0.009847294816
255	0.009808799319
256	0.009750065314
257	0.009703167289
258	0.009666969954
259	0.00953958976
260	0.009493848504
261	0.009444256779
262	0.009355863232
263	0.009294819542
264	0.009223661521
265	0.009129665187
266	0.009071912731
267	0.009029199438
268	0.009006536222
269	0.008882743491
270	0.008815147372
271	0.008778201868
272	0.00870421946
273	0.008628499461
274	0.008584041427
275	0.008537662629
276	0.008512192724
277	0.008484271452
278	0.00841229504
279	0.008307253523
280	0.008265786995
281	0.00812330914
282	0.008080350493
283	0.008008923025
284	0.007989290565
285	0.007929373934
286	0.007867076596
287	0.007822072814
288	0.007749052454
289	0.007647012158
290	0.00761918387
291	0.007528855673
292	0.007497825815
293	0.007436541841
294	0.007391030581
295	0.007356317338
296	0.007331743867
297	0.007311351006
298	0.007249355415
299	0.007195475644
300	0.007139701086
301	0.007056718842
302	0.007021442551
303	0.007014002113
304	0.006971231659
305	0.006964489312
306	0.006937131269
307	0.006906898394
308	0.006785029198
309	0.006722523191
310	0.006716115589
311	0.006710342376
312	0.006678908633
313	0.006637230329
314	0.006609838939
315	0.006609834113
316	0.006609786162
317	0.006592015693
318	0.006574824382
319	0.006574816233
320	0.006467238617
321	0.006437066313
322	0.006347275654
323	0.006294900918
324	0.006274339293
325	0.006266034872
326	0.006238590013
327	0.006238590013
328	0.006213847456
329	0.006156767631
330	0.006156756535
331	0.006156745442
332	0.006156723262
333	0.006156712177
334	0.006090845712
335	0.006044125548
336	0.006027998762
337	0.006003205483
338	0.005975299206
339	0.005932681425
340	0.005891333943
341	0.005847365326
342	0.005847343007
343	0.005847320699
344	0.00584730955
345	0.005847264974
346	0.005829401618
347	0.005798364292
348	0.005798354225
349	0.005788997025
350	0.005788987106
351	0.005788979146
352	0.005788969229
353	0.005777296204
354	0.005741635804
355	0.005705627885
356	0.005683753819
357	0.005683753819
358	0.005639430343
359	0.005618061089
360	0.005592046665
361	0.005584740897
362	0.00557372511
363	0.005573718071
364	0.005561222546
365	0.005507338095
366	0.005501098289
367	0.005495483583
368	0.005495468623
369	0.005445641623
370	0.005445626819
371	0.005445612021
372	0.005410506129
373	0.00537264606
374	0.00536316143
375	0.005340156765
376	0.005313620823
377	0.005237500134
378	0.005237496658
379	0.005237469763
380	0.005237469763
381	0.005237469763
382	0.005228005723
383	0.005186198599
384	0.005151351895
385	0.00512730323
386	0.005105819291
387	0.005105786129
388	0.005081932684
389	0.005062689287
390	0.005052773151
391	0.005044872991
392	0.005014589886
393	0.005014589886
394	0.005014586952
395	0.004997625696
396	0.004997625696
397	0.004997602341
398	0.00499033441
399	0.004961410173
